id	article_id	menu_id	question	answer	q_mbti	a_mbti
5884	577149	12	1. 아까워서 못쓰겠다구 부적처럼 갖고있다고 한다.[SEP]2. 맛있게먹고 후기를 알려준다 어떤게 더 호감인가요..?[SEP]추가의견도 받습니당[SEP]	2번이요2번~!~[SEP]!~!![SEP]	enfj	entj
5885	576918	12	마음이 많이 힘드네요.[SEP]그전까진 제가 들이대다가 저도 좀 수그러진 상태에요.[SEP]주눅들어서[SEP]	글쓴이님께서 마음 있으시면 적극적으로 다가가보세요~^^[SEP]잘되도 싶다면 헷걸리지 않게 시그널을 보내주세요!![SEP]	enfj	isfj
5886	576881	12	혁신?[SEP]을 좋아한다는데 어떤 예가 있을까요?[SEP]제가 변화를 선호하는지 단순한걸 선호하는지 모르겠어서요.[SEP]	변화라기 보다 발전?[SEP]하여 그로인한 변화를 좋아하는거같애요 ㅋㅋㅋㅋㅋㅋㅋ[SEP]	entj	esfj
5888	576796	12	궁금하네요ㅎㅎ[SEP]개인적으로 저는 INTP와 잘 안 맞다고 느꼈는데(동생이 INTP에요) ENTJ와 INTP 친구사이는 어떤가요?[SEP]찐친이 될 수 있는 관계일까요?[SEP]	제 주변에 실제로는 없지만 친구 사이로 정말 좋을 것 같아요!![SEP]	estj	entj
5889	576719	12	물론 나가기싫으면 칼같이 거절하는 편인데 가끔보면 뭔가 정형화된 intj이미지에 내 자신이 부합하지 않는게 느껴진달까요.[SEP]혹시나 외향형일까 싶어서 mbti잘아시는 분께 상담해봐도 그렇고 검사 역시 한결같네요.[SEP]이건 그냥 사회화가 된 경우라고 봐야할까요?[SEP]	주도적인가 묻어가는가의 차이가 있을순 있을까요?[SEP]		entp
5890	576704	12	ENTJ 유형 분들의 답변이 더 궁금하긴 한데, 다른 유형 분들도 답글 달아주셔도 좋아요!![SEP]	당근~!!! 🥕 🥕 🥕 🥕 🥕[SEP]이죠[SEP]	enfp	entp
5891	576702	12	감정적으로 힘들다가도 이런 생각하면 갑자기 로봇이 되는 기분이에요.[SEP]지금 우울할 때가 아니다 우울할 시간이 아깝다 빨리 일하자 빨리 공부하자[SEP]이런 생각들며 현타 + 동기부여가 동시에 ㅋㅋㅋ 저랑 비슷한 entj 계신가요?[SEP]	이미 잘 하고 계신듯 한데요?[SEP]운빨이란것도 있으니 곧 그 운이 찾아올거에요[SEP]	entj	entp
5892	576666	12	제가 어떻게 행동하는게 나은가요?ㅠ[SEP]텐션을 억지로 끌어올리기도 그렇고..[SEP]그냥 오늘은 연락 안하는게 나은지[SEP]	가치관 얘기가 뭐였는지를 알아야 유추가 될거같은 느낌..[SEP]원인을 모른채 이 대화만 보면 판단이 안서네요[SEP]	enfp	intj
5893	576619	12	10. 휴... ([SEP]대충 심한 말!!!!)[SEP]손절하고 싶다.[SEP]	버림...[SEP]	intj	entj
5894	576482	12	직장인데 할일이 없어서 ㅋㅋㅋ 심심하기도 하고 평소에 궁금하기도 했어서요 어서 질문을 주시죠...!!!!!![SEP]	점심 추천 좀[SEP]	entj	intj
5895	576477	12	한동안 이 분을 만나진 못할 수도 있겠지만 그 사람이 좋은 감정을 천천히 느낄 수 있도록 온정적인 시선으로 바라봐주고 기다려주고 싶습니다[SEP]앞으로 힘든 한 해를 보낼 그 분이 아무쪼록 잘 버텨주었으면 하는 바람에 저도 바쁜 와중에 생각나서 함[SEP]끄적여보네요[SEP]	ㅠㅠㅠ넘 감동이실 것 같아요[SEP]이렇게 깊게 생각해주시는 걸 알면 그 분도 뿌듯하고 좋아하실 것 같아요 ㅎㅎ[SEP]		entj
5896	576460	12	결국 그 미래에 가 봐야 알 수 있는 것인데 문제는 내가 그 때 그걸 잘할 수 있읆가에 대한 걱정이 무의식적으로 든다는 점에 있네요.[SEP]어찌 고칠 수 있으련지..[SEP]	알고 있지만 무의식적으로 자꾸만 걱정이 드는거..[SEP]고치는게 어렵긴 하죠 ㅠㅠ[SEP]	intj	entj
5897	576446	12	일터가 교육기관이라 더욱 정신없을거 같은데, 갈등 자체는 해결했지만 뭔지모를 찜찜함이 남아있는 상태에서 얼굴을 못보게 되는 상황이.....[SEP]관계에 괜찮을까 싶네요.[SEP]인티제 곱씹으면 곱씹을수록 부정적으로 생각하진 않나요?[SEP]	제 경우에는 이렇게 얼굴을 못 본 채 갈등상황이 남아있을 때는 상황을 더 객관적으로 보려고 하는 편이에요[SEP]물론 우리가 계속 사귈거란 전제하에 어떻게 해결하면 좋을지 머리를 굴리는 편인데 만약 이런 갈등이 끝이 없을 것 같다, 상대에게 이해 받지 못한 느낌이 들었다면 부정적으로 변하긴 해요[SEP]	enfp	intj
26530	509288	16	잇프피에 가까운 인잇프피 여잔데 질문 받숩니당[SEP]	좋아하는 사람이 생기면 얼마나 티가 난다고 생각하시나용[SEP]	isfp	infp
5899	576354	12	"직전 비슷한 상황에서는 원래 카톡하던 타이밍이 아닌 한참 뒤 낮에 장문톡이 왔어요.[SEP]어제 늦게 자게돼서 못일어날까 걱정돼 전화 몇통했는데 "" 못 일어난건지 아니면 일부러 받지 않은건지..잘 일어났는지 걱정되니 톡 하나 남겨주면 고마울 것 같아"" 라고 톡 남겨놓았는데 전화는 없고 '응 잘 일어나서 이제 씻고 나가'라고 답장왔는데 오늘 연락을 어떻게 하는게 가장 베스트일까요..[SEP]일단 텀을 두는게 나을지요.[SEP]"	서로 속마음을 터놓고 얘기해보시면 어떨까 싶네요.[SEP]답은 없지만요.[SEP]	enfp	istp
5900	576206	12	에니어그램 5w6 spsx 입니다[SEP]인티제 관련 아니더라도 아무 질문이나 잡담 괜찮아요[SEP]	잘 맞는다고 느끼는 유형![SEP]알고싶어용[SEP]	intj	enfp
5901	576196	12	파버랑은 아주 먼일 저는 솔직매운맛임::; 그래서 파버가 담백한 말을 한다=안 솔직함 으로 보시면 됩니다.[SEP]	질문![SEP]파버가 뭔가요?[SEP]	intj	intj
5902	576146	12	물론 제가 찡찡거리니까 더 같이 있어줬는데 인티제가 가고나니까 갑자기 미안해요😭 찡찡이 때문에 많이 힘들거 같아요[SEP]내인티제😭 다음에 만나면 안괴롭히고 안찡찡해야지 고맙고 미안!❤[SEP]오늘도 내 인티제 일기 끄읕![SEP]	연애하는것들은 아주 그냥[SEP]	enfp	intp
5904	576097	12	밈같은거나 영상들보면 사회화된 T는봤는데 사회화 됐다는 F는 거의 못봤거든요[SEP]	솔직히 사회화라는 말 자체를 왜 쓰는 지 모르겠습니다...[SEP]	intj	intj
5906	575994	12	회식을 할 때, INTJ분께서 1번 부서(인원 4~5명) 에서는 회식 참석 후, 법인카드를 주고 중간에 빠지셨습니다.[SEP]2번 부서(인원 2명) 에서는 회식을 중간에 빠지지 않고, 끝까지 참석하셨는데요.[SEP]두 부서에게 다른 분위기를 풍기셨는데 이유가 뭘까요?[SEP]	2번부서가 더 편했나보죠 ~[SEP]	istp	intj
5907	575802	12	그래도 자기가 정말 좋아하면 또 만나자고 먼저 하지않을까요..?[SEP]좀더 기다려볼까요[SEP]아니면 만나자고 먼저 물어볼까요?[SEP]	얘는 왜 만나자는 얘기를 안 하지..[SEP]나만 만나고 싶나?[SEP]	entp	intj
5908	575707	12	모험이라함은 새로운 공간을 가거나 익숙한 곳도 낯설게 하고 가는거예요! (예:모험룩을 차려입고 가기) ㅎㅎ[SEP]혹시 비슷한 취향이 있으신 분들 어떤 데이트 선호하시나요?![SEP]아님 인티제분들 재밌던 데이트 마구 추천 받아요~![SEP]	방탈출?[SEP]	enfp	enfp
5911	575675	12	연락문제는 적응이 되나요? 🥲[SEP]하루에 한번 카톡 두세개만 오가도 마음이 지켜지나요[SEP]사랑은 어떻게 지켜지는걸까요 🥲[SEP]	여기서 부따의 가르침 하나 되짚어갑니다.[SEP]과거의 업보가 현재의 결과로 나타난다..[SEP]	enfp	intj
5912	575398	12	본인이 엔티제 혹은 인팁이시라면 서로 상대방과 두뇌싸움할때 어떨것 같은지 답을 달아주시오[SEP]	엔티제가 인팁같은사람 고용해서 두뇌싸움을 할것같은데옄ㅋㄱㅋㅋㄱㅋㄱ[SEP]	entp	entp
5913	575263	12	"헤헤 🤐 그래서 쪼끔만 귀찮게함[SEP]뽀뽀 해주라고 하길래 독수리요새 탄거처럼 볼이랑 입술박치기 연달아 10번쯤 했더니 다급하게 ""취소! 취소!"" 하더라고요 ㅋㅋㅋ[SEP]하 오늘도 귀여워 ㅠㅠ❤ 오늘의 인티제 일기 끄읕![SEP]"	내가 무슨 부귀영화를 누리려고 이 글을 누른 것인가...[SEP]	enfp	intj
5914	575227	12	인티제에 비해 갈등상황일수록 불안을 느껴버리기도 하는 저인지라 평소답지 않게 구는 모습도 생기구요.[SEP]특히 이런 상황에서는 인티제 특유의 사실 그대로를 여과 없이 직설적으로 전하는 화법이 저를 더 불안하게 해서 약간 갈등 과정이 악순환이 되어버린달까요..?[SEP]평소 인티제 애인과 저 둘다 배려심도 강하고 본인감정에 대해 잘 설명할 줄 알고 무엇보다 신뢰도가 두터워서 어떤 갈등도 잘 풀 것이라 생각했는데, 엉켜버린 실타래같은 느낌의 갈등대화는 처음이라 무지 속상하네요...[SEP]	아무래도 인티제 입장에선 계속 파고들어서 정확하게 이해하고 싶어 하는데 엔프피는 그런 걸 불편해 하는 것 같더라구요[SEP]근데 또 인티제 입장에선 아직 정확하게 이해가 안 되니까 계속 질문할 수밖에 없죠[SEP]	enfp	intj
5915	575198	12	제가 직장인이고 거의 개인사업하고있는데 딱히 일하면서 필요한것고 없고..[SEP]물질욕이 없어서 뭘받아야 할지 모르겠어요[SEP]회사에서도 여자친구도 생일선물 고르라고 하는데[SEP]	향수 어떠신지요[SEP]	intj	intj
5916	575059	12	지식대백과 사전처럼 여러 이론이 담겨져 있는 책이면 좋을 것 같아요[SEP]두꺼울수록 굿굿..👍[SEP]인티제분들은 어떤 책이 흥미로웠나요??[SEP]	저 안 그래도 사려고 하는 책 목록 중에 브라이언 그린 - 멀티유니버스 있는데 추천 드려요[SEP]실제로 봤을 때 두꺼워서 들고 올 엄두가 안 나서 ㅋ안 샀는데 꽤나 흥미로왔더요[SEP]	intj	intj
5917	574879	12	다들 자유롭게 댓글달아주세요ㅋㅋ[SEP]궁금[SEP]	일 중 독[SEP]		enfp
5918	574816	12	자기 얘기를 자기 사람한테 만 하는지?[SEP]5. 약속을 잡으면 계획을 짜서 행동하는데 귀찮아서 안 짜고 만나는 경우가 있는지?[SEP]6. 외향형이라 밖에서 에너지를 얻는 타입인데 대부분 혼자서 밖에 나가서 힐링하는지?[SEP]	1. 굳이 일부러 먼저 다가가서 친구 만드는지?[SEP]나랑 잘 맞을 것 같으면 또는 도움될 거 같으면 남녀 안 가리고 돌진 2. 필요할 때만 찾는 경우가 있는지?[SEP]	istp	entj
5921	574568	12	멈춰주곤 싶은데 지금 이 애정표현도 제가 30%만 하고있는데 어떻게 더이상 참아요????[SEP]이거는 인티제가 그냥 이해해주야돼요 ㅋㅋㅋㅋ[SEP]오늘도 보고싶은 내 인티제 🥰🥰🥰[SEP]	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ[SEP]	enfp	intj
5922	574450	12	회의 내용은 엔티제는 귀엽냐[SEP]VS 엔티제는 사랑스럽냐[SEP]로 진행해 보도록 하겠습니다 각자 의견을 말씀 주십시오[SEP]	엔팁이보단 못하다로 결론짓죠..!!🤣[SEP]		entp
5923	574312	12	이런 생각이 들어서요.[SEP]인티제분들![SEP]감별좀 해주세요!![SEP]	인티제인데, 일단 저도 즉흥적인 약속 좋아하고, 순둥이같다는 얘기 많이 들어요 ㅎㅎ[SEP]관심사도 휙휙 바뀌고요 ㅋㅋㅋㅋ[SEP]	enfp	intj
5924	574104	12	현실속 제 주변엔 단 1명도 못봤습니다.[SEP]MBTI 유형 검사 하기 전까지는 제가 세상에서 가장 유별난 사회부적응 또라이인줄 알고 나라는 주체를 표현할 방법이 없어서 갑갑했는데 이렇게 많다니 반갑습니다.[SEP]	저도 이 생각 했습니당[SEP]싱기해요[SEP]	intj	enfp
5925	574094	12	본인들도 그렇게 느끼고 둘다 낯선사람이랑 굳이 친해질 필요성 못느끼고 인류애 없는편인데 (그냥 관심이없음..) 둘다 저한테 서로 좋은애같다고 칭찬 많이해서 행복해요😍 잘맞을거같으면서도 둘다 직설적이고 할말하는 성격이라 안맞을까봐 걱정했는데 쓸데없는 걱정이네요ㅎㅎㅎ[SEP]특히 잇팁친구가 오늘따라 많이 웃어서 좋았습니다[SEP]내가 좋아하는 사람들끼리 서로 좋아해줘서 행복한 밤입니당 🌙[SEP]	본인 엔티제) 잇팁....[SEP]잘 맞는 듯 잘 맞지 않는 듯 한데 확실한 건 친해질 의사는 만땅이란 거예요 멋있음[SEP]	enfp	entj
5928	573755	12	충분히 벌어질 수 있지만 약간 난처한 상황에 맞닥들이게 돼서 -NTJ 분들, 특히 인티제분들 의견을 묻기 위해 질문 글 올려...[SEP]cafe.naver.com 내용펑 답변 많은 분들이 달아주셨는데, 김 빠지는 소리일 수 있지만 애인이 분노한 포인트는 전혀 생각지도 못한 부분이었어요..[SEP]자세한건 설명이 어렵지만, 식에서 전애인을 마주치고 말고 그런건 상관이 전혀 없었고, 정말 동거한건 아니냐는 그 추측이 포인트였어요.[SEP]	제가 보기엔 확실치도 않은 문제로 덜컥 확신하듯 말하고 그걸로 상대에게 상처까지 준 게 옳은 행동으로는 보이지 않아요[SEP]이 점은 말씀드리는 게 좋을 것 같아요[SEP]	enfp	intp
5929	573646	12	쓰다보니 끝을 어떻게 맺어야 할지 모르겠네요[SEP]intj분들 생각이 궁금합니다..ㅠ[SEP]엉망진창 긴 글 읽어주셔서 감사합니다 ㅠㅠ[SEP]	쓰니님 입장만 듣고 판단하기는 좀 그렇지만 어떤 mbti 성향이던 연인사이의 '신뢰'에 대해 가볍게 여기는 사람과는 안 만나는게 최선이라고 생각합니다[SEP]진짜 몰라서 하는 행동이면 몰라도 여러 차례 말 했는데도 그런 태도라면 남자친구분이 쓰니님에 대한 마음이 그 정도 밖에 안되는구나 라는 생각이 드네요[SEP]		intj
5930	573525	12	저는 엣티제이며 저희 학교 교수님께서 엔티제 같으신데 이번 랜덤으로 정해진 조로 인해 팀원들이 무임승차하여 조 사정과 함께 점수 이의제기를 드리려 합니다[SEP]혹시 엔티제분들께선 어떤 식으로 설명 드리는게 제일 좋을지 궁금합니다[SEP]일단 준비 한 내용은 일이 일어난 순서대로 날짜와 함께 조원 이름을 적어 진술 했으며 카톡 사진도 같이 첨부해 한글 파일로 드리는것으로 생각 중입니다[SEP]	크 ㅋㅋ 저도 고등학생때 시험문제 답안 잘못되서 의문제기해서 정정했던적이 있습니다.[SEP]정중히 논리적으로 납득시키시면 받아주시지 않을까요..[SEP]	estj	estj
5931	573351	12	했고 집에 그분 데려다 드리고 가겠다했는데 갑자기 여기서 버스타고 가라고 자긴 알아서 가겠다하고 헤어져서 조금 당황스러웠던 기억이 잇습니다.[SEP]제가 너무 당기기만해서 매력이 뚝 떨어진걸까요?[SEP]읽씹을 해도 너무 좋아서 계속 선톡했어요.. .[SEP]	데려다 줄 필요없다는 건 상대에 대한 배려라고 봐요[SEP]근데 음...[SEP]	enfj	intj
5932	573349	12	https://youtu.be/djFSM4MHgtY ㅋㅋㅋㅋㅋ 이거 보셨나요??[SEP]너무 재밌으니 꼭 한 번 보세요!!![SEP]	토요일인데 왜 출출세포는 안 나타나는거죠[SEP]	infp	infp
5933	573195	12	아래 어떤분이 엔티제 시무십조 올리셨길래 인티제도 있나 찾아봤어요 ㅋㅋㅋㅋㅋ[SEP]	하나부터 열까지 거를게 없네요😂[SEP]	intj	intj
5934	573014	12	무슨 지킬앤 하이드같이 내안의 이중인물같은 느낌이 들정도..[SEP]이게 일탈인지 뭔지...ㅋㅋㅋㅋㅋ[SEP]허허)[SEP]	저는 딱 직장인룩만 가지고 있어요..[SEP]	entj	entj
5935	573001	12	위에 나온 인팁 친구는 제가 가장 편하게 생각하는 친구인데, 정말 허물없이 대하는 거의 유일한 친구라 이 친구에 관한 글도 언제 한 번 적어보고 싶어요.[SEP]그럼 기분 좋은 오후 시간 보내시기 바라요.[SEP]감사합니다. :>[SEP]	모두다 공감이라 너무재밌네요ㅋㅋㅋㅋㅋㅋ[SEP]		intj
5936	572697	12	과연 이 친구가 시험이 끝났을 때에도 확신이 없고 마음이 애매할지 궁금하지만 그냥 좋으니까 계속 만나고 싶어요 부디 제가 확신을 줬으면 좋겠네요[SEP]이상 인프피의 주절거림(하소연?)이었습니다 ^ㅅ^[SEP]헷[SEP]	저같음[SEP]정리요 뭔가 이유가있어서 곁에두고는싶은것같은데 연인으로서 아니라고 생각하면..[SEP]	infp	entj
5937	572626	12	인티제가 집을 초대해서 가서 영화보고 밥만 먹고왔고 제가 한번 더 초대해달래서 영화보고 치맥하고왔는데 친구는 이 사람이랑 아무것도 안하고 왔냐더라구요..[SEP]제가 뭔가 적극적으로 어필을 하던지 그랬어야하는데 생각이 없었던걸까요?[SEP]썸을 깬건아니겠죠😔[SEP]	사심 반스푼[SEP]	enfj	intj
5940	572424	12	악담은 아닌 그 사람이 없는 곳에서 그 사람에 대한 이야기를 다른 사람과 나누곤 하나요?[SEP]인간은 누구나 타인에 대한 이야기를 나누는 것일까 하는 생각이 드는 요즘입니다.[SEP]	전 뒷담은 결국 부메랑처럼 돌아온다고 생각해서 거의 안합니다[SEP]	intj	intj
5942	572228	12	entj 남자친구가 있는 infp여자에요 부쩍 우울함이 많이 느껴지는데 아직 남친 앞에서는 밝은 모습만 보여줘서 이 감정을 표현하기가 어려운거 같아요..[SEP]엔티제는 보통 연인이 우울하면 어떤 생각이 드세요?[SEP]	ㅋㅋㅋㅋㅋㅋ 이게 맞는 것 같아요.[SEP]F인척하는 T[SEP]		entj
5943	572118	12	질적으로는 정말 충분하다 못해 넘쳐난다[SEP]느낄 만큼 같이 있는 시간이 꽉꽉꽉 채워지는데..[SEP]만남의 텀이 길어질 때 유독 적응했다 생각한 '연락 잘안됨 or 스몰톡 어려움' 문제가 수면 위로 올라오네요 ㅠ_ㅠ[SEP]	그런걸로 힘들어하던 엔프제 남친을 남편으로 두고있는 사람입니다만...[SEP]결국엔 스스로 포기하던데요......[SEP]	enfp	intj
5944	572103	12	얼마 전 고민했던 편지도 전달했는데, 반응이 너무 좋아서 고민할 필요가 없었어요ㅋㅋ[SEP]도움 주신 ENTJ 분들 감사합니다![SEP]앞으로도 ENTJ님을 더 알아가고 싶어요.[SEP]	오 좋은 시간 보내셨다니 다행이네요 :)[SEP]	estj	entj
5945	572100	12	나...[SEP]너무 무서워...![SEP]이러다 다~ 죽어..![SEP]	저만하는 고민을 님도 하시는군요[SEP]	intj	intj
5947	571685	12	아 나 어릴때랑 진짜 다르구나.[SEP]내가 한때 E라고 의심했는데 아이를보니 나는 절대 E는 아니네 싶었어요.[SEP]앞으로 어떻게 자랄지 모르겠어도 나랑 다르게 지금처럼 사교적이고 위축되지않고 상대방을 계속 사랑할 수 있는 아이였으면 좋겠어요.[SEP]	피아노에 반사돼서 보이는 거 뻘하게 웃기네요 ㅋㅋㅋㅋ[SEP]아이가 외향적이고 밝은 모습 잘 지켜가며 성장하면 참 좋겠네요[SEP]	intj	intj
5948	571658	12	인티제분들 밀당하시나요?[SEP]상대가 밀당하면 정뚝떨인가요[SEP]애닳나요?[SEP]	초반에 밀당은 좋고 사귀고나서는 싫어요 ㅋㅋ[SEP]	enfj	intj
5949	571638	12	괜히 어둡고 무거운 주제로 멀쩡히 살던사람 같이 다운시키기 싫고, 감정 쓰레기통 만들기고 싫고 웬만해선 고민이나 걱정같은 건 제 스스로 짊어지고 악으로 깡으로 버티자 하면서 사는 편인데 가끔씩 이게 맞나 싶네요.[SEP]그러다 화병난다는 말이 있는데 화병은 이미 난 것 같기도 하구요[SEP]다른 분들은 어떤식으로 대처하시는지 궁금합니다[SEP]	인티제로 태어난 죄.[SEP]물질과 현상을 바라보는 관점이 다르니 대화가 안됩니다.[SEP]	intj	intj
5950	571566	12	가끔 시간 효율적으로 쓰는 흐름 잡고싶을때 잠깐 하는거지 에너지가 너무 들어서 지속할 건 안되겠다 싶더라고요..[SEP]계획은 하지만 정리도 시간도 큰 카테고리로 분류하고 그 안에서는 유동적인 게 저는 더 맞아서 p인줄알았거든요..[SEP]다른 분들은 어떠신가요?[SEP]	퇴근시간 5분전되면 엔티제 쪽 자리에서 덜컹 철ㅋ컹 하면서 서랍 여닫는 소리 나기 시작함[SEP]		istj
5951	571463	12	이 분이 40-50 대 정도 되시는 분이십니다.[SEP]평소엔 괜찮은데 주변이 좀 번잡하면 과민상태가 되시는 건지.[SEP]왜 그러는 걸까 싶어도 이유를 모르겠으니 그냥 그런 사람인 갑다 해야 할텐데 참 어렵네요.[SEP]	부끄러워서..?[SEP]아니면 부탁하는게 익숙치 않으셔서 그럴 수도 있을거 같아요..![SEP]	intj	infp
5953	571387	12	회사에서도 모든 자료는 증거로서 다 모아두기때문에 문제생길일이없어서 오히려 장점인데 굳이~ 집에서..[SEP]이거를 굳이 버리지못하고있네요.[SEP]철해놓은걸보면 막 마음이 심신안정되요.[SEP]	저요.[SEP]자료보관을 위해 글도 씁니다.[SEP]	intj	intj
5954	571328	12	원래는 뼈속부터 엔티제인데 사회적 가면으로 엔프제를 쓰고 있는것 같아요ㅠ[SEP]엔프제라고 하기에는 내 일하는 시간이나 자기계발시간에 방해 받기싫고 어느순간부터 그 시간을 침범하려는 사람을 거리두고 심하면 쳐내기까지 하네요..[SEP]	ㅋㅋㅋㅋenfj도 거리두기 은근히 잘해요 ㅋㅋㅋㅋ[SEP]		entj
5956	571152	12	그랬다고 합니다...[SEP]나의 동의를 왜 구하는걸까요?[SEP]아시는 분들 조언 구합니다.......[SEP]	무슨 소음이었나여?[SEP]	intj	infj
5958	571124	12	4 기본적인 상식과 예의를 갖출 것 (예의 없는 인간 극혐 5 인티제가 바쁠 땐 쓸데없는 말은 걸지 말 것 5-1 인티제의 말을 경청해주고 이해해줄 것 6 순수성을 가질 것 (3번과 비슷한 맥락 인티제는 사람 속마음 뚫어봅니다…[SEP]절대 흑심 품지마세요[SEP]대충 이정도 한다면 인티제는 여러분의 것입니다!![SEP]	ㅋ ㅋ ㅋ 가볍게 작성하신 글 같아 보이기도 하지만, 저는 매우 공감입니다.[SEP]	intj	intj
5959	570841	12	공감하나요?[SEP]인티제들 넘웃겨요ㅠㅠ[SEP]주변 인티제들보면 갑자기 와닿아서 혼자 또 꺽꺽웃었네 ㅋㅋㅋㅋㅋㅋㅋ[SEP]	ㅋㅋㅋㅋ[SEP]	entj	infp
5960	570681	12	저는 s형이라 너무 어렵게만 느껴지네요 ㅠㅠ[SEP]대화의 예시나 대화주제 같은거 알려주세용 ㅠㅠ[SEP]cafe.naver.com 이 글에 댓글에 나오는 대화류는 제가 좋아하는 대화인데 이것도 N적 대화인가요?[SEP]	저도 공상 잘 안하는거 같아요.[SEP]entj가 n유형 중 가장 s에 가깝대요.[SEP]		entj
5961	570606	12	ENTJ-T 1w2,9 입니다.[SEP]잠이 너무 안오네요~~[SEP]이번주는 풀 체력이어야 하는데 말이죠[SEP]	야망이 있으십니까[SEP]	entj	intj
5962	570541	12	싫으면 싫다고 딱잘라 말하는 사람이라. (이미 이전에 헤어지자는 말 두번들음ㅋ)[SEP]어쨌는 본인이 어떻게 해야하냐고 묻는걸 봐서는, 애정이 없는게아니라 정말 방법을 몰랐던거 맞겠죠?[SEP]	말로 하는 대화 자체가 엄청 서툴어보이시는분이네요;;;[SEP]하아...[SEP]		esfp
5963	570465	12	예를 들면 평소보다 어렵고 긴 하루를 보내고 퇴근할때 나 데리러와주면 좋겠다~~ 라고 생각하는 것..?[SEP]근데 그런 말을 장난삼아라도 하기가 왜이렇게 어려운지 모르겠어요.[SEP]다른 사람들한테는 서운한 감정도 잘 표현하고 싸우기도 잘 싸우는데,, 오늘은 여러가지 일이 겹치면서 마음이 쪼꼬매져버렸어요..........[SEP]	저는 제 애인이 서운한 거 삭히다가 혼자 우는 게 더 속상하고 제 자신에게 화가 날 거 같아요[SEP]비록 100% 완벽하게 달라지긴 힘들겠지만 적어도 내 애인이 힘든 건 알고 노력이라도 해야죠...[SEP]	enfp	intj
5964	570428	12	참, 전 에니어6번이라 엔티제 남자분이나 다른분들은 더그렇지않을까 싶네요.[SEP]그런데 에니어 1번은 저보다 좀더 신중할 경우가 클것 같아요[SEP]암튼 엔티제는 무조건 자기가 좋아야 되는거 같습니다[SEP]	ㅋㅋㅋ내가 누구 좋아하는지는 주변 모두가 다 알아요. ㅋㅋㅋ[SEP]헷갈릴수가 없음.[SEP]	entj	entj
5966	569859	12	나 원래 안이러는데 왜이러지[SEP]이러면서 생각 그만하고 싶은데 자꾸 내가 문제는 아닌가 생각이 드네요.[SEP]혹시 이런분들 계셨는지 극복방법이 있는지 답답하고 궁금해서 처음으로 글 남겨봅니다.[SEP]	전 그럴때 공부합니다..[SEP]그래서 늘 공부를해요[SEP]	entj	isfp
5967	569720	12	이것은 그들이 증명 기반 결정을 하기 위해 측정 가능한 정보를 신속하게 다룰 수 있게끔 한다.[SEP]이것은 또한 그들이 작업 완수와 오류 교정으로부터 고무된다는 것을 의미한다.[SEP]1) 원문 사이트 주소 https://www.psychologyjunkie.com/2017/08/10/use-brain-based-myers-briggs-personality-type/[SEP]	잘 배우고 갑니다.[SEP]	infj	intj
5969	569610	12	ㅋㅋㅋㄱㄱ 장단점 다 좋습니다[SEP]그냥 떠오르는 말도 좋구요[SEP]	친구 먹고 싶네요[SEP]		intj
5970	569425	12	몇년 째 정식검사 인티제 나오는데요 좀 덜렁거리고 (특히 편한 사람,의지할 수 있는 사람이랑 있을때 물건 잘 까먹고 좀 대충대충 하는 듯한 느낌 있음 ([SEP]물론 쓸데없다[SEP]생각하는것만 근데 공부를 못하는 것도 아니에요 꼼꼼한 면도 있고 다재다능한 편임[SEP]	사람에게 의지를 해본적이 없어서요  나머진 비슷한듯해요[SEP]다재다능은 아니고 요즘 다양한거에 관심은 생기네요[SEP]	intj	intj
5971	569256	12	"Q. ""항상 어제보다 나은 내가 되려고 한다. 그런 의지도, 의식도, ENTJ가 내게 그런 것과 같이 나 또한 ENTJ에게 필요가 되고 싶은 마음에 기인한 것이니 항상 감사하다.""라는 말을 전하고 싶어요.[SEP]위와 같은 내용의 편지를 전달해도 비즈니스 관계에서 과하진 않을까요?[SEP]진심인데.ㅎ[SEP]"	전혀 안부담스러울거 같아요[SEP]	estj	entj
5972	569255	12	플러팅도하시나요?[SEP]하신다면 어떤식으로하시는지 알려주십사합니다.[SEP]	상대방 취향을 파악해서 대화를 유도하거나, 그가 좋아하는 가수를 나도 파기도 하고, 선물 공세를 할 땐 전 특히 희귀템(쉽게 얻을수없는 한정판.[SEP]발품 팔아야얻는것) 힘들게 구해다 주었던것 같아요 ㅎ.ㅎ[SEP]	enfj	intj
5973	569154	12	지금까지 내용은 지극히 개인적인 생각이였습니다.[SEP]ENTJ, INTJ분들이 어느부분이 다를까[SEP]생각이 들어서 글을 써봤습니다.[SEP]	내면이나 사고관은 비슷하지만 인티제는 생각 먼저 엔티제는 행동 먼저 라는 생각이에요[SEP]	enfj	intj
5974	569088	12	5. 내 상황 존중 vs 너 상황 존중 (대체적으로 어떤느낌?)[SEP]6. 연락의 횟수가 마음 상태 vs 연락은 중요하지 않아 그냥 밸런스 게임은 아니구….ㅋㅋㅋ[SEP]궁금해서요 ㅎㅎ[SEP]	우왕 재밋어요 순서대로 후후후후전후[SEP]	enfj	intj
